soundtrack_appid,soundtrack_name,soundtrack_reviews,soundtrack_positive_percentage,main_game_appid,main_game_name,main_game_reviews,main_game_positive_percentage,main_game_genre
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
594184,Blackwake Official Soundtrack,28,100.0,420290,Blackwake,20828,82.3,Action
594184,Blackwake Official Soundtrack,28,100.0,420290,Blackwake,20828,82.3,Action
2771110,Palworld - Soundtrack,219,56.16,1623730,Palworld,319691,94.05,Action
2771110,Palworld - Soundtrack,219,56.16,1623730,Palworld,319691,94.05,Action
1277600,X4: Split Vendetta Soundtrack,20,95.0,392160,X4: Foundations,19652,78.87,Action
1277600,X4: Split Vendetta Soundtrack,20,95.0,392160,X4: Foundations,19652,78.87,Action
1277600,X4: Split Vendetta Soundtrack,20,95.0,392160,X4: Foundations,19652,78.87,Action
568290,Detention - Original Soundtracks,86,87.21,555220,Detention,9816,95.8,Adventure
568290,Detention - Original Soundtracks,86,87.21,555220,Detention,9816,95.8,Adventure
971600,Epic Battle Fantasy 5 - Soundtrack,49,100.0,432350,Epic Battle Fantasy 5,5085,98.68,Adventure
971600,Epic Battle Fantasy 5 - Soundtrack,49,100.0,432350,Epic Battle Fantasy 5,5085,98.68,Adventure
1232520,Wish Original Soundtrack,84,98.81,1207780,Wish,3109,89.61,Action
1232520,Wish Original Soundtrack,84,98.81,1207780,Wish,3109,89.61,Unknown
920567,Resident Evil 2 - Original Ver. Soundtrack Swap,303,88.12,883710,Resident Evil 2,117324,96.99,Action
1646370,PICO PARK Soundtrack,25,68.0,1509960,PICO PARK,22508,91.52,Action
584141,Hearts of Iron IV: Sabaton Soundtrack Vol. 2,249,77.91,394360,Hearts of Iron IV,235352,91.63,Simulation
584141,Hearts of Iron IV: Sabaton Soundtrack Vol. 2,249,77.91,394360,Hearts of Iron IV,235352,91.63,Simulation
584141,Hearts of Iron IV: Sabaton Soundtrack Vol. 2,249,77.91,394360,Hearts of Iron IV,235352,91.63,Simulation
497690,Furi Soundtrack,52,100.0,423230,Furi,9557,91.63,Action
1395720,Spiritfarer Soundtrack,45,95.56,972660,Spiritfarer®: Farewell Edition,40439,95.23,Adventure
1395720,Spiritfarer Soundtrack,45,95.56,972660,Spiritfarer®: Farewell Edition,40439,95.23,Adventure
1752910,Inscryption Soundtrack,74,89.19,1092790,Inscryption,119694,96.91,Adventure
1977260,DEVOUR: Soundtrack,127,62.2,1274570,DEVOUR,63835,91.5,Indie
1977260,DEVOUR: Soundtrack,127,62.2,1274570,DEVOUR,63835,91.5,Indie
2407750,OTXO Soundtrack,29,100.0,1608640,OTXO,2807,94.01,Action
1332420,Wingspan Soundtrack,26,96.15,1054490,Wingspan,8400,94.87,Indie
2610780,SANABI Soundtrack,116,99.14,1562700,SANABI,33029,97.35,Action
2015890,Cult of the Lamb Soundtrack,102,94.12,1313140,Cult of the Lamb,88597,95.53,Action
2015890,Cult of the Lamb Soundtrack,102,94.12,1313140,Cult of the Lamb,88597,95.53,Action
583810,Resident Evil 7 biohazard Original Soundtrack,59,93.22,418370,Resident Evil 7 Biohazard,65580,95.28,Action
583810,Resident Evil 7 biohazard Original Soundtrack,59,93.22,418370,Resident Evil 7 Biohazard,65580,95.28,Action
1229350,The Witcher 2: Assassins of Kings Enhanced Edition Soundtrack,21,90.48,20920,The Witcher 2: Assassins of Kings Enhanced Edition,76309,89.89,RPG
1229350,The Witcher 2: Assassins of Kings Enhanced Edition Soundtrack,21,90.48,20920,The Witcher 2: Assassins of Kings Enhanced Edition,76309,89.89,RPG
1286760,Outer Wilds - Original Soundtrack,178,98.88,753640,Outer Wilds,70021,95.57,Action
295510,Narcissu Soundtrack,58,98.28,264380,Narcissu 1st & 2nd,51,94.12,Indie
1206330,Florence - Original Soundtrack,125,96.8,1102130,Florence,12735,93.28,Adventure
2140250,Kena: Bridge of Spirits (Original Soundtrack),41,85.37,1954200,Kena: Bridge of Spirits,14373,92.01,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
315960,Plague Inc: Evolved - Soundtrack,281,78.65,246620,Plague Inc: Evolved,49097,94.53,Casual
1842620,Trepang2 - Soundtrack,38,94.74,1164940,Trepang2,11266,93.92,Action
1842620,Trepang2 - Soundtrack,38,94.74,1164940,Trepang2,11266,93.92,Action
1446360,Age of Empires III: Definitive Edition Soundtrack,40,85.0,933110,Age of Empires III: Definitive Edition,34654,83.92,Free To Play
1244560,Outward Soundtrack,28,92.86,794260,Outward Definitive Edition,22156,73.19,RPG
1244560,Outward Soundtrack,28,92.86,794260,Outward Definitive Edition,22156,73.19,RPG
2086160,Stray - Original Soundtrack,104,98.08,1332010,Stray,138769,97.27,Adventure
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Action
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Action
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Action
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Unknown
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Action
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Action
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Action
1315140,DJMAX RESPECT V - Clazziquai Edition Original Soundtrack(REMASTERED),27,48.15,960170,DJMAX RESPECT V,24810,89.61,Action
2250640,Pizza Tower Soundtrack,295,95.59,2231450,Pizza Tower,60248,98.45,Action
2250640,Pizza Tower Soundtrack,295,95.59,2231450,Pizza Tower,60248,98.45,Action
990430,RimWorld Soundtrack,60,95.0,294100,RimWorld,176846,97.96,Indie
990430,RimWorld Soundtrack,60,95.0,294100,RimWorld,176846,97.96,Indie
990430,RimWorld Soundtrack,60,95.0,294100,RimWorld,176846,97.96,Indie
990430,RimWorld Soundtrack,60,95.0,294100,RimWorld,176846,97.96,Indie
1016080,Imperator: Rome - Complete Soundtrack,82,53.66,859580,Imperator: Rome,18938,64.85,Simulation
1016080,Imperator: Rome - Complete Soundtrack,82,53.66,859580,Imperator: Rome,18938,64.85,Simulation
916190,CrossCode Soundtrack,33,78.79,368340,CrossCode,14824,92.81,Action
1049900,Workers & Resources: Soviet Republic - Soundtrack,95,87.37,784150,Workers & Resources: Soviet Republic,19617,91.96,Simulation
1049900,Workers & Resources: Soviet Republic - Soundtrack,95,87.37,784150,Workers & Resources: Soviet Republic,19617,91.96,Simulation
1049900,Workers & Resources: Soviet Republic - Soundtrack,95,87.37,784150,Workers & Resources: Soviet Republic,19617,91.96,Simulation
2250640,Pizza Tower Soundtrack,295,95.59,2231450,Pizza Tower,60248,98.45,Action
2250640,Pizza Tower Soundtrack,295,95.59,2231450,Pizza Tower,60248,98.45,Action
1239060,Kara no Shojo Soundtrack,27,100.0,965810,Kara no Shojo,370,91.35,Adventure
1239060,Kara no Shojo Soundtrack,27,100.0,965810,Kara no Shojo,370,91.35,Adventure
1977260,DEVOUR: Soundtrack,127,62.2,1274570,DEVOUR,63835,91.5,Indie
1977260,DEVOUR: Soundtrack,127,62.2,1274570,DEVOUR,63835,91.5,Indie
1247140,"War Thunder: Ground Forces, Vol.1 (Original Game Soundtrack)",20,75.0,236390,War Thunder,1770,71.69,Action
1247140,"War Thunder: Ground Forces, Vol.1 (Original Game Soundtrack)",20,75.0,236390,War Thunder,1770,71.69,Action
1247140,"War Thunder: Ground Forces, Vol.1 (Original Game Soundtrack)",20,75.0,236390,War Thunder,1770,71.69,Action
1247140,"War Thunder: Ground Forces, Vol.1 (Original Game Soundtrack)",20,75.0,236390,War Thunder,1770,71.69,Action
1790460,Unpacking (Original Soundtrack),38,34.21,1135690,Unpacking,29988,93.27,Casual
2721510,7 Days to Die - Soundtrack,78,92.31,251570,7 Days to Die,251698,88.93,アクション
1229040,Who's Your Daddy Classic Soundtrack (2015),49,63.27,427730,Who's Your Daddy?!,24383,80.86,Action
1229040,Who's Your Daddy Classic Soundtrack (2015),49,63.27,427730,Who's Your Daddy?!,24383,80.86,Unknown
1229040,Who's Your Daddy Classic Soundtrack (2015),49,63.27,427730,Who's Your Daddy?!,24383,80.86,Action
1229040,Who's Your Daddy Classic Soundtrack (2015),49,63.27,427730,Who's Your Daddy?!,24383,80.86,Action
2365170,q.u.q. Soundtrack,23,95.65,2302140,q.u.q.,1243,95.41,Indie
2365170,q.u.q. Soundtrack,23,95.65,2302140,q.u.q.,1243,95.41,Indie
2288980,X4: Kingdom End Soundtrack,26,96.15,392160,X4: Foundations,19652,78.87,Action
2288980,X4: Kingdom End Soundtrack,26,96.15,392160,X4: Foundations,19652,78.87,Action
2288980,X4: Kingdom End Soundtrack,26,96.15,392160,X4: Foundations,19652,78.87,Action
2272740,Beasts of Bermuda Soundtrack,24,95.83,719890,Beasts of Bermuda,7446,71.43,Adventure
2272740,Beasts of Bermuda Soundtrack,24,95.83,719890,Beasts of Bermuda,7446,71.43,Adventure
2272740,Beasts of Bermuda Soundtrack,24,95.83,719890,Beasts of Bermuda,7446,71.43,Adventure
2272740,Beasts of Bermuda Soundtrack,24,95.83,719890,Beasts of Bermuda,7446,71.43,Adventure
765430,Dungreed - Soundtrack,34,100.0,753420,Dungreed,8639,93.26,Action
1202460,Sayonara Wild Hearts - Original Soundtrack,38,89.47,1122720,Sayonara Wild Hearts,7504,96.82,Action
1202460,Sayonara Wild Hearts - Original Soundtrack,38,89.47,1122720,Sayonara Wild Hearts,7504,96.82,Action
513800,POSTAL Redux - Official Soundtrack,167,97.6,401680,POSTAL Redux,5415,92.11,Action
310660,No More Room in Hell - Original Soundtrack Volume 1,76,97.37,224260,No More Room in Hell,714,83.75,Action
455370,Samorost 3 Soundtrack + Art Book,39,97.44,421120,Samorost 3,3853,93.77,Adventure
571010,ASTRONEER (Original Soundtrack),109,85.32,361420,ASTRONEER,109875,92.24,Adventure
571010,ASTRONEER (Original Soundtrack),109,85.32,361420,ASTRONEER,109875,92.24,Adventure
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Unknown
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1229350,The Witcher 2: Assassins of Kings Enhanced Edition Soundtrack,21,90.48,20920,The Witcher 2: Assassins of Kings Enhanced Edition,76309,89.89,RPG
1229350,The Witcher 2: Assassins of Kings Enhanced Edition Soundtrack,21,90.48,20920,The Witcher 2: Assassins of Kings Enhanced Edition,76309,89.89,RPG
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
316560,Freedom Planet - Official Soundtrack,56,96.43,248310,Freedom Planet,3171,96.09,Action
1951320,Midnight Ghost Hunt Soundtrack,27,96.3,915810,Midnight Ghost Hunt,5336,80.66,Action
1400490,Roboquest Soundtrack,34,100.0,692890,Roboquest,16600,95.48,Action
756070,Bomber Crew Official Soundtrack,34,76.47,537800,Bomber Crew,9730,89.02,Simulation
314680,Crypt of the Necrodancer Soundtrack,76,98.68,247080,Crypt of the NecroDancer,22249,95.72,Action
1234950,Hunt: Showdown 1896 - Soundtrack,218,69.27,594650,Hunt: Showdown 1896,191892,73.91,Action
1234950,Hunt: Showdown 1896 - Soundtrack,218,69.27,594650,Hunt: Showdown 1896,191892,73.91,Action
769090,Crimson Imprint Plus - Original Soundtrack,33,100.0,740260,Crimson Imprint plus -Nonexistent Christmas-,1933,94.0,Adventure
545170,Razortron 2000: Soundtrack,39,94.87,539720,Razortron 2000,1836,85.46,Casual
545170,Razortron 2000: Soundtrack,39,94.87,539720,Razortron 2000,1836,85.46,Casual
1050460,Devil May Cry 5 Original Soundtrack,72,100.0,601150,Devil May Cry 5,98104,96.19,Action
1050460,Devil May Cry 5 Original Soundtrack,72,100.0,601150,Devil May Cry 5,98104,96.19,Action
1050460,Devil May Cry 5 Original Soundtrack,72,100.0,601150,Devil May Cry 5,98104,96.19,Action
2072990,Cuphead DLC - Official Soundtrack,39,92.31,268910,Cuphead,163981,96.44,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Unknown
1319750,Monster Train Soundtrack,21,85.71,1102190,Monster Train,18884,96.1,Strategy
431490,Soundtrack and Artbook DLC,35,97.14,394310,Punch Club,11276,82.14,Indie
1142470,Touhou Luna Nights - Original Soundtrack,49,87.76,851100,Touhou Luna Nights,12871,97.6,Action
1142470,Touhou Luna Nights - Original Soundtrack,49,87.76,851100,Touhou Luna Nights,12871,97.6,Action
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
1207610,WolfQuest Original Soundtrack,41,95.12,926990,WolfQuest: Anniversary Edition,8635,97.87,Action
1207610,WolfQuest Original Soundtrack,41,95.12,926990,WolfQuest: Anniversary Edition,8635,97.87,Action
459280,Baldur's Gate: Enhanced Edition Official Soundtrack,32,87.5,228280,Baldur's Gate: Enhanced Edition,13985,92.32,Adventure
494420,Valley - Soundtrack,24,100.0,378610,Valley,6175,91.35,Action
1195480,DOOM Soundtrack,156,82.69,379720,DOOM,140643,95.62,Action
1195480,DOOM Soundtrack,156,82.69,379720,DOOM,140643,95.62,Action
1247760,Caves of Qud Soundtrack,48,100.0,333640,Caves of Qud,9635,95.16,Adventure
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Unknown
2771140,苍翼：混沌效应 Soundtrack - A,36,100.0,2273430,BlazBlue Entropy Effect,25229,94.92,Action
2771140,苍翼：混沌效应 Soundtrack - A,36,100.0,2273430,BlazBlue Entropy Effect,25229,94.92,Action
610220,Night in the Woods - Soundtrack Vol. I,29,93.1,481510,Night in the Woods,16073,94.67,Adventure
610220,Night in the Woods - Soundtrack Vol. I,29,93.1,481510,Night in the Woods,16073,94.67,Adventure
1231980,Coffee Talk - Soundtrack OST,30,96.67,914800,Coffee Talk,10041,94.94,Adventure
1231980,Coffee Talk - Soundtrack OST,30,96.67,914800,Coffee Talk,10041,94.94,Adventure
2015890,Cult of the Lamb Soundtrack,102,94.12,1313140,Cult of the Lamb,88598,95.53,Action
2015890,Cult of the Lamb Soundtrack,102,94.12,1313140,Cult of the Lamb,88598,95.53,Action
1540870,Cruelty Squad Soundtrack,94,92.55,1388770,Cruelty Squad,19197,96.98,Action
997360,Super Animal Royale Soundtrack,44,97.73,843380,Super Animal Royale,6488,94.99,Action
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1377100,CARRION Soundtrack,20,85.0,953490,CARRION,25103,94.62,Action
991870,Lethal League Blaze - Soundtrack,21,95.24,553310,Lethal League Blaze,4577,97.12,Unknown
298680,DreadOut Soundtrack & Manga DLC,55,92.73,269790,DreadOut,4260,77.28,Unknown
1229050,Who's Your Daddy?! Official Soundtrack (2024),20,45.0,427730,Who's Your Daddy?!,24383,80.86,Action
1229050,Who's Your Daddy?! Official Soundtrack (2024),20,45.0,427730,Who's Your Daddy?!,24383,80.86,Unknown
1229050,Who's Your Daddy?! Official Soundtrack (2024),20,45.0,427730,Who's Your Daddy?!,24383,80.86,Action
1229050,Who's Your Daddy?! Official Soundtrack (2024),20,45.0,427730,Who's Your Daddy?!,24383,80.86,Action
1999270,V Rising Soundtrack,29,96.55,1604030,V Rising,95287,89.18,Unknown
1999270,V Rising Soundtrack,29,96.55,1604030,V Rising,95287,89.18,Unknown
1968750,Songs of Conquest - Original Soundtrack,25,100.0,867210,Songs of Conquest,10286,86.47,Adventure
1968750,Songs of Conquest - Original Soundtrack,25,100.0,867210,Songs of Conquest,10286,86.47,Unknown
451030,Defy Gravity - Soundtrack,49,87.76,96100,Defy Gravity Extended,6791,86.01,Unknown
1258740,Ori and the Will of the Wisps Soundtrack,204,96.57,1057090,Ori and the Will of the Wisps,126582,96.59,Action
1258740,Ori and the Will of the Wisps Soundtrack,204,96.57,1057090,Ori and the Will of the Wisps,126582,96.59,Action
1279740,Desperados III Soundtrack,24,75.0,610370,Desperados III,10020,96.79,Unknown
2815510,Enshrouded Original Soundtrack,20,95.0,1203620,Enshrouded,67631,86.69,Unknown
877620,Slay the Spire - Soundtrack,83,55.42,646570,Slay the Spire,156385,97.82,Indie
431620,Rabi-Ribi - Original Soundtrack,131,99.24,400910,Rabi-Ribi,10383,95.64,Unknown
431620,Rabi-Ribi - Original Soundtrack,131,99.24,400910,Rabi-Ribi,10383,95.64,Action
431620,Rabi-Ribi - Original Soundtrack,131,99.24,400910,Rabi-Ribi,10383,95.64,Action
1330380,Othercide - Soundtrack,26,100.0,798490,Othercide,4075,83.31,Unknown
2153470,Little Witch Nobeta Original Soundtrack,20,90.0,1049890,Little Witch Nobeta,9123,84.25,Unknown
1284900,TROUBLESHOOTER: Abandoned Children - Soundtrack,103,99.03,470310,TROUBLESHOOTER: Abandoned Children,8760,94.11,Unknown
1284900,TROUBLESHOOTER: Abandoned Children - Soundtrack,103,99.03,470310,TROUBLESHOOTER: Abandoned Children,8760,94.11,Casual
1284900,TROUBLESHOOTER: Abandoned Children - Soundtrack,103,99.03,470310,TROUBLESHOOTER: Abandoned Children,8760,94.11,Casual
1867890,Sword and Fairy 7 Soundtrack,43,90.7,1543030,Sword and Fairy 7,14860,72.44,Unknown
1867890,Sword and Fairy 7 Soundtrack,43,90.7,1543030,Sword and Fairy 7,14860,72.44,Action
1247270,Divinity: Original Sin 2 Soundtrack,68,95.59,435150,Divinity: Original Sin 2 - Definitive Edition,165569,95.72,Unknown
1247270,Divinity: Original Sin 2 Soundtrack,68,95.59,435150,Divinity: Original Sin 2 - Definitive Edition,165569,95.72,Adventure
599050,Syrian Warfare - original soundtrack,56,96.43,485980,Syrian Warfare,4903,86.95,Indie
599050,Syrian Warfare - original soundtrack,56,96.43,485980,Syrian Warfare,4903,86.95,Unknown
1252080,"Yes, Your Grace Soundtrack",21,85.71,1115690,"Yes, Your Grace",9986,87.29,Adventure
1252080,"Yes, Your Grace Soundtrack",21,85.71,1115690,"Yes, Your Grace",9986,87.29,Adventure
1393790,Dead Cells: Demake Soundtrack,26,92.31,588650,Dead Cells,142404,97.09,Action
1393790,Dead Cells: Demake Soundtrack,26,92.31,588650,Dead Cells,142404,97.09,Action
1232520,Wish Original Soundtrack,84,98.81,1207780,Wish,3109,89.61,Action
1232520,Wish Original Soundtrack,84,98.81,1207780,Wish,3109,89.61,Unknown
1701120,Behind the Frame: The Finest Scenery - Soundtrack,22,95.45,1634150,Behind the Frame: The Finest Scenery,4542,95.09,Unknown
1701120,Behind the Frame: The Finest Scenery - Soundtrack,22,95.45,1634150,Behind the Frame: The Finest Scenery,4542,95.09,Unknown
2194280,FAITH - Official Soundtrack,28,100.0,1179080,FAITH: The Unholy Trinity,6608,95.63,Unknown
2194280,FAITH - Official Soundtrack,28,100.0,1179080,FAITH: The Unholy Trinity,6608,95.63,Adventure
2165980,LAB JAMS - BONELAB Soundtrack,28,96.43,1592190,BONELAB,14939,79.26,Unknown
445890,Plantera - Original Soundtrack,32,100.0,421040,Plantera,4387,88.65,Unknown
2714810,The Arrogant Kaiju Princess and The Detective Servant Soundtrack,48,87.5,2291680,The Arrogant Kaiju Princess and The Detective Servant,2957,97.33,Unknown
1224940,Tropico 6 - Original Soundtrack,21,71.43,492720,Tropico 6,18148,87.73,Unknown
1224940,Tropico 6 - Original Soundtrack,21,71.43,492720,Tropico 6,18148,87.73,Simulation
490260,Highway Blossoms - Soundtrack,27,100.0,451760,Highway Blossoms,1867,95.13,Unknown
1079460,Descenders Soundtrack,40,80.0,681280,Descenders,15467,95.27,Action
1079460,Descenders Soundtrack,40,80.0,681280,Descenders,15467,95.27,Action
1079460,Descenders Soundtrack,40,80.0,681280,Descenders,15467,95.27,Action
3588290,Rain World: The Watcher - Soundtrack,21,71.43,312520,Rain World,33757,94.69,Action
3588290,Rain World: The Watcher - Soundtrack,21,71.43,312520,Rain World,33757,94.69,Action
3588290,Rain World: The Watcher - Soundtrack,21,71.43,312520,Rain World,33757,94.69,Action
3588290,Rain World: The Watcher - Soundtrack,21,71.43,312520,Rain World,33757,94.69,Action
3588290,Rain World: The Watcher - Soundtrack,21,71.43,312520,Rain World,33757,94.69,Unknown
966350,Frostpunk Original Soundtrack,230,94.35,323190,Frostpunk,101788,92.51,Simulation
966350,Frostpunk Original Soundtrack,230,94.35,323190,Frostpunk,101788,92.51,Unknown
3514130,NieR:Automata Original Soundtrack,22,86.36,524220,NieR:Automata™,103332,88.1,Action
3514130,NieR:Automata Original Soundtrack,22,86.36,524220,NieR:Automata™,103332,88.1,Unknown
967400,GRIP: Combat Racing - Official Soundtrack,20,90.0,396900,GRIP: Combat Racing,3358,86.84,Action
967400,GRIP: Combat Racing - Official Soundtrack,20,90.0,396900,GRIP: Combat Racing,3358,86.84,Unknown
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
1568780,Return of the Obra Dinn - Soundtrack,29,96.55,653530,Return of the Obra Dinn,26281,96.79,Adventure
1701120,Behind the Frame: The Finest Scenery - Soundtrack,22,95.45,1634150,Behind the Frame: The Finest Scenery,4542,95.09,Unknown
1701120,Behind the Frame: The Finest Scenery - Soundtrack,22,95.45,1634150,Behind the Frame: The Finest Scenery,4542,95.09,Unknown
1999270,V Rising Soundtrack,29,96.55,1604030,V Rising,95287,89.18,Unknown
1999270,V Rising Soundtrack,29,96.55,1604030,V Rising,95287,89.18,Unknown
1468310,Haven Soundtrack,35,97.14,983970,Haven,4293,90.57,Unknown
2999160,SONIC X SHADOW GENERATIONS: Art Book with Mini Soundtrack,74,22.97,2513280,SONIC X SHADOW GENERATIONS,9566,97.39,Unknown
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Action
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Unknown
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Unknown
2259020,Cassette Beasts: Original Soundtrack,55,98.18,1321440,Cassette Beasts,7540,95.36,Indie
2259020,Cassette Beasts: Original Soundtrack,55,98.18,1321440,Cassette Beasts,7540,95.36,Indie
931370,Donut County - Original Soundtrack,20,95.0,702670,Donut County,9493,91.59,Unknown
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Action
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Unknown
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Unknown
3564980,Touhou Hero of Ice Fairy - Rose Idol Soundtrack (feat. 本墨置子),59,100.0,1955830,Touhou Hero of Ice Fairy,5880,97.47,Unknown
553670,Beholder - Original Soundtrack,151,96.69,475550,Beholder,19947,91.92,Unknown
553670,Beholder - Original Soundtrack,151,96.69,475550,Beholder,19947,91.92,Adventure
440820,Stardew Valley Soundtrack,458,96.07,413150,Stardew Valley,750258,98.48,Unknown
2109307,Resident Evil 4 'Original Ver.' Soundtrack Swap,136,88.24,2050650,Resident Evil 4,115683,97.63,Action
2232370,Dwarf Fortress Soundtrack,49,97.96,975370,Dwarf Fortress,26439,95.04,Indie
2232370,Dwarf Fortress Soundtrack,49,97.96,975370,Dwarf Fortress,26439,95.04,Indie
